X,y
2.001437496159295,1.035
1.9987352356372514,0.641
1.9969044464523769,-0.4785
1.9980716651985433,-1.1041
2.001759564857225,0.4754
1.9993911277010477,0.318
2.0009847501732763,-0.5534
1.9998608016580235,-0.1579
1.9943097567932244,1.1173
1.9990831586728774,-1.183
1.9960900627408278,1.1971
1.9997580798495285,-0.8703
1.9995999770827304,0.3175
2.0037102989278592,-1.7161
1.9998867142207035,-0.6202
1.9994861566680662,0.86
1.9967694242847387,0.7087
1.994879660505211,1.0342
1.9979053831252056,-1.4118
2.0011977877625675,-0.546
2.008347952838938,-1.7625
2.008498094083145,1.3986
2.0102324577072723,-1.3793
2.0090075013708026,-0.6849
2.005874902212418,-0.4545
2.007607753344645,-2.439
2.007005600614654,-1.1687
2.01256640617546,-1.1552
2.0142754674089822,-3.0791
2.013447968322331,0.3511
2.0090318975017656,0.494
2.0035406631450132,2.8302
1.9966838789297383,0.6574
1.9946925969852907,-1.2266
1.9972596046607656,-1.3523
1.9998256808733292,0.214
2.0058978612548186,-0.5674
2.006214488291638,-0.3534
1.9942562096998002,5.3611
1.9969875976136156,-1.25
1.9972288578187651,-0.5121
2.0004548898119365,-2.0774
1.9995839109259603,1.013
2.0074653548311927,-1.1445
2.00343278836298,-1.0616
2.0003445530688624,0.641
2.0006793682171375,-1.1963
2.0016998772012866,1.5
2.003004198061324,-2.2346
2.003695728659705,-1.9178
2.001640934139157,-0.6803
2.0003798143066085,-1.9346
2.0079027277760146,-1.0561
2.012402020562436,0.1322
2.0111599915180647,0.2651
2.0124195574103823,-0.1324
2.0081138086383388,0.9352
2.001709717378211,-0.7294
1.9969554037505621,0.8696
1.9918686085950867,1.9087
1.992118506616637,0.0
1.9915215662966836,1.5928
1.9969281319672678,-2.4324
1.99462330724865,1.2312
1.9994272821947772,0.9669
2.002044436005877,1.1173
1.996121867620581,3.9942
1.981286131335711,4.6353
1.9827730285672895,0.9977
1.98209228865634,-0.8371
1.9815425354671408,0.2288
1.9877995400139707,2.6625
2.0003840685903307,-1.6179
2.0000590420121482,0.2317
2.0036035798621357,0.4655
2.0013057146568447,1.0188
2.006893949247683,-2.1472
2.0088197146775872,-2.2489
2.0064624957523813,1.8321
2.0044512369472294,-0.9826
2.0055293752967853,-0.0755
2.0022264744264295,0.9916
2.0034190731545114,-4.3066
2.0029375620852283,2.5449
2.001434613783359,1.597
2.002653183171401,-2.0849
2.0030956700058993,-0.7391
1.9895930036707277,4.8837
1.994592720753283,-1.5267
2.003881928597137,0.5372
2.0038959354663395,0.3079
1.9899103792477697,9.9915
1.996836374918318,-2.9581
1.9906287096084,3.3985
1.984916036036698,-0.423
1.9855807782104917,0.0
1.9942532048721564,3.1414
1.9909321514861567,-1.1217
1.9994532251740538,-0.8554
1.9977586412868462,-1.0998
1.9989430744509746,-1.582
2.0033450744763344,0.5021
2.008174388006386,4.5494
2.001916240162701,5.1518
1.9984720049637599,-0.1837
1.9972917669584178,0.3687
1.9974582948518402,-0.2757
1.9939135003650077,0.5545
1.989844369449995,3.6398
1.993945255222993,-1.7874
1.989859930928997,-0.3749
1.9842366881923525,3.1915
1.9862491469476147,-0.7678
1.9988252039402457,-2.4345
1.9987950691948844,0.1876
2.001051771261145,0.0939
2.0087407416973204,0.2825
2.0177853894004607,-4.2381
2.0151278448643066,-0.9821
2.0150669834410855,-0.7972
2.018057559371237,-1.6551
2.01843085606195,0.0
2.0078374716777434,-0.4337
2.0047922929500426,1.6755
2.0065405292816125,-2.2414
1.9992092015885057,1.0453
1.9972928252818853,0.0872
2.00409165513343,-3.125
2.006470144854721,-0.1686
2.0098800029582273,-2.0644
2.0130197563680623,-0.3292
2.0070650095190063,1.25
2.0065083399462074,-2.3596
2.005952103278295,0.0
2.000032210633292,-1.1263
1.9979617556394142,0.7293
2.0077698673708104,-1.8298
2.0034289763604685,0.0796
2.008337296003076,-3.3846
2.0058490942130023,2.121
2.0104735141381886,-1.6988
2.002699817774541,1.8082
1.997194796835198,2.9126
1.9913082303478646,0.2433
1.9939570543543532,-1.36
1.9936688532545888,-0.5569
1.9943616838280875,0.4796
2.0013063168009544,-0.793
2.0033617564402193,-1.098
1.9970658736102016,2.1635
1.993382283866612,0.4831
1.996570228478236,-1.5067
1.9948129031727393,-0.0792
1.987996437987133,1.7742
1.9947725290687273,0.4862
1.9984747898009718,-1.28
1.999431698013532,-0.5569
1.997044558461321,2.6122
2.0047472655346414,-1.2097
1.9986182332765767,2.2259
1.997819084134583,0.1652
2.000177597759687,-2.1809
2.0003000782662648,0.2429
1.9926623025081884,2.4046
1.9999840272179727,-0.495
2.0003146043812126,-0.6557
1.9984833038708634,-0.8936
1.9958700115529955,1.2336
1.9981043232938862,1.0806
1.9994401214436195,-1.876
1.9945348511449752,-1.2882
1.9961103111381113,-2.0505
2.004143712209795,-1.5528
2.005194913582793,0.7037
2.002006507220538,-0.9295
2.0028233051552933,0.702
1.9974085571644076,0.0781
1.9933188155636763,0.2347
1.9991713370354538,-2.8379
1.9992996813298263,-0.2235
2.0004606478283753,0.224
2.000390975138555,1.1329
2.0060155933678,-0.9723
2.005139332830626,-4.2949
2.0105547567920325,-3.1207
2.016236962537902,-0.2766
2.0183170226971625,-0.5502
2.012959991151723,0.8322
2.0117059155876795,-0.7571
2.010235357056248,-2.5486
2.010112288548112,-0.2008
2.007965943833152,0.134
2.00972959112582,-0.4005
2.0018874196868786,2.3224
1.9996674978368527,0.0684
1.9935850702570197,0.9662
1.9928325778858789,1.8271
1.9904887587068985,0.2113
1.9941464055223708,0.8523
1.9958012738780588,-2.0181
1.9999321172133855,0.2092
2.002971581740934,-0.7612
2.0020241219418353,0.0693
2.0086980714560956,-2.0353
2.000514557209148,4.3909
1.9931786886917577,1.5097
1.9964942849686806,-2.8631
1.9963332596647043,-0.2091
1.989257386412897,1.3418
1.9914862268026277,0.0
1.9960220056794065,-0.0706
1.9849468765728961,1.5771
1.98760421222897,-0.9233
1.9892713408320746,-0.565
1.9892713408320746,0.5682
1.9926740116076265,-0.7052
2.001565041644863,-0.0705
2.003113004393126,-1.3899
2.0035360807087494,-0.0694
2.0120412596164705,-2.8995
2.0120611823774586,-1.265
2.0062566039967757,2.736
2.0040180764504507,-0.8814
2.004692650365952,0.2719
1.9929983192231167,2.0819
1.994314274324724,-1.3689
1.9977501676943674,1.5994
2.0001054300761902,-1.7088
1.9995652815538834,0.2742
1.9982890658990644,0.2749
1.998804172103948,-2.7406
2.0023025268313157,-2.3499
1.9999722668604396,0.0
2.0006126941808176,-2.1086
2.007055463200694,0.0
1.9941138604866857,6.2458
1.9911664215592542,-0.8081
2.0050219481040754,-7.5342
1.9975078609179686,1.5813
1.9982668742007015,-0.2524
2.0077156804010015,0.253
2.0077435057351956,-0.566
1.9970516818358246,-3.1669
1.998170810317174,2.3691
1.9985339915481575,1.519
2.000434722291279,-0.7538
2.0018192540582733,-0.81
2.0004238505433145,-2.1341
2.003222044298699,0.7371
2.005785353470487,-0.6711
1.9958101447526055,4.0635
1.9883289291507869,2.4057
1.985392316079638,1.1177
1.9829470377807012,3.6104
1.981850089953508,-1.1448
1.9890242928324091,-0.8678
1.9969691081417102,-1.4474
1.99497540476754,1.3333
2.0013036098957455,-1.1858
1.9902829064748524,4.0439
1.9909635073199496,-0.7483
1.9839166511943216,1.7301
1.988292903243129,0.9783
1.977169772565281,4.6053
1.9949586452740626,-5.5901
2.0000684536976356,-2.7517
1.9966533963995485,2.2649
1.9918433040877637,5.2746
2.0016219260950914,-3.2844
1.9991135587406466,-2.7853
1.998891422784815,-3.9791
2.011146289979463,-2.4188
2.0155189556637274,0.1913
2.0178318316811867,-1.5075
2.007591514090438,1.0794
2.0028005375548963,-0.9434
2.001425751403682,-0.0629
2.0028053288405774,-1.7295
2.00026636235837,-0.2465
2.0053835224038217,-1.6959
2.0045121697844372,-1.5504
1.9971393904502714,2.1315
1.9958706061573817,0.0609
1.9952661900580377,0.7985
1.996120842391433,-1.8094
2.0025156215909385,-3.0409
2.0099899125658416,0.6474
2.0063284480230386,0.7711
2.0071848392956118,0.1783
1.9994950639587779,2.6846
1.9876064708524157,3.5376
1.9933250524189876,-2.8834
1.9989523972663714,-2.1021
2.0031551053124956,-1.1869
2.0105202209478157,-2.0349
2.01591233468705,-0.8646
2.0090123654534238,0.1154
1.9976793460077307,5.0303
1.994201322529707,-0.1211
1.987829906891078,1.8496
1.9902678961664488,-0.6736
1.9975442620424466,-3.828
2.007723849446113,-0.1176
2.011235435898876,-2.355
2.013743387550608,1.2798
2.012584941546744,-0.0581
2.0038039848256295,0.4673
2.0029765958138177,-0.1749
1.9926781907375013,2.9412
1.988524156924091,1.0922
1.9918359435238862,-2.0214
1.992890336135119,0.4179
1.996838376308086,-2.4461
2.0039509922172503,-0.2904
2.0105263052693,-0.5199
2.005706850775854,-0.0577
2.0053501325832266,-0.4025
2.002891763130891,-1.137
2.002073606205677,0.3995
2.001945529582445,-0.2846
2.0046877175525255,-0.8465
2.001866047123632,0.9687
1.999570068657441,-0.1706
2.005485946758104,-3.7767
2.0104934071505434,-0.5985
2.010729552573515,-1.7112
2.013872078617382,1.2453
2.0118373938972614,0.0542
2.004724391211505,1.989
2.000799955113321,2.5496
1.996361888117233,0.3411
1.9960410325022597,-0.2834
1.996944256090919,1.1468
1.9997478631957926,-0.3998
1.99695192338555,-0.3982
1.9994461948181268,-0.5656
2.000124927849801,-1.0632
2.0002572770028553,-0.0559
2.001557227744805,-1.3245
2.0015918342704984,-0.1653
1.997283595193411,1.9663
1.9994138509257815,-1.7118
2.001531420698516,-0.6037
2.0014750625405804,-1.1394
2.002142883865587,0.8758
2.0082992075140735,-0.436
1.995135995316786,5.4598
