X,y
nan,0.8219
nan,4.9856
nan,1.4591
nan,2.3904
nan,-0.7905
nan,0.5964
nan,1.6162
nan,0.6098
nan,-1.2048
nan,3.2124
nan,-1.127
nan,-3.7475
nan,2.4242
nan,1.7472
nan,-1.6178
nan,-1.001
nan,-0.3988
nan,-1.763
45.32866142027794,1.1893
45.33354027361675,2.7495
45.49415594581202,0.409
48.29756865261863,1.2422
51.15208689456888,-1.1259
50.30548414712026,0.308
49.813788722418536,-0.9156
49.26982455181883,0.7172
48.40656127533254,-2.4
47.683100192779584,-0.7937
47.69186712387362,0.1988
47.54306747226331,1.3092
47.22042698919237,2.1605
47.62641431896334,-1.2195
47.19011616125547,-0.6061
48.44375174228254,-0.5025
49.3660644999594,0.0
49.98496662566722,0.7085
50.92868380412824,2.0661
51.81197203238113,-2.2222
50.35057408905982,-0.2016
50.149798926518464,1.4315
49.82162280867076,0.7209
48.3127029333674,-1.2208
48.10256037704459,1.4448
47.83122182866838,0.2068
47.55865906083992,-4.1625
47.50720525134741,0.1986
49.62262243806933,-0.3956
51.53253619139463,-0.2959
55.131449654543644,-0.7828
57.542233475719314,-0.7767
59.92594875338071,-0.7707
62.62342078548567,3.1809
64.70666930224972,-0.9843
64.61025481516927,-0.3922
64.69551517654341,-3.7736
64.64735572148439,2.2179
63.33925800428699,1.7664
61.54997001458348,1.6966
59.25935351081445,1.8293
57.24996168379551,0.6135
55.44489823074843,3.2735
53.65155200348817,-1.1482
51.83387390496019,0.7361
51.571414412952024,1.0627
51.41369972589498,0.9657
51.512422634166356,-2.9167
49.98542864114577,-0.9288
49.94051599661376,0.8325
49.8616153690002,-2.4365
49.82482143077219,-1.1044
50.127597335486875,0.2012
50.15764241028143,2.686
51.70898334517201,1.2552
52.18236520287761,0.1047
52.43955807945825,-1.5464
52.42284416283787,2.537
54.4481579117795,1.2848
54.11301152109147,0.5382
53.97405253212554,0.0
53.72344140904962,-1.589
52.217561642697596,0.7471
50.99186158329131,-3.4021
48.3135198812165,-4.9951
48.49790473770616,3.8657
50.54106769450979,0.4086
51.135382302878,0.7202
51.830993025020625,-3.5714
53.593545835061654,0.0993
55.349170935852435,-2.4225
56.9158693801868,-2.9163
58.770708973036015,0.5676
60.39321240661872,4.9652
61.802584393479734,-1.564
60.81187161244167,0.2941
58.49468209189954,0.9901
57.66264103042285,0.8991
56.748132986753404,0.1
55.62672403881207,-4.0307
53.94762249424178,-5.0137
52.83105172016693,-5.0216
52.507760783725686,5.0
52.66545384287505,4.9618
51.88577573185975,5.01
52.04993397025779,3.6345
52.57232448459801,0.8377
52.68815022150309,0.1048
52.77615548605914,1.7058
52.78553939096643,-2.3933
53.17201873017652,0.9454
52.98366527980305,-1.3472
51.91972491081101,3.7634
49.298517663316424,4.9661
47.45601195878733,1.1416
45.63754385180292,-1.0169
44.15105282725732,0.454
42.559989257998986,0.8009
40.7252611985196,1.7462
38.70852804430793,-3.0474
36.22269179504925,0.3398
33.90132098683108,3.0338
32.31543674473346,2.0238
33.4985278579722,-2.5522
34.64954945000277,-0.1159
36.89110988593179,-0.8046
38.69819900950503,-1.4723
40.4034862624055,0.3409
42.16607352716988,2.924
43.90755708049295,1.7857
45.39667573997459,1.8182
45.993040975362184,3.2541
