交易日期,股票代码,股票简称,开盘价,最高价,最低价,收盘价,昨收价,涨跌额,涨跌幅,振幅(%),成交量(手),成交额(千元),复权因子,换手率(%),换手率(自由流通股),量比,市盈率(静态),市盈率(TTM),市盈率(动态),市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万),总市值(万元),流通市值(万元),股东人数,行业,地域
19910404,000001.SZ,深发展A,0.428,0.428,0.428,0.428,0.4301,-0.0021,-0.0049,0.0,3.0,15.0,1.0,0.0011,0.0011,,33.3667,33.3667,,9.999,,,,,4850.0171,2650.0,2650.0,236486.8338,129214.0,,,
19910405,000001.SZ,深发展A,0.4259,0.4259,0.4259,0.4259,0.428,-0.0021,-0.0049,0.0,2.0,10.0,1.0,0.0008,0.0008,,33.2025,33.2025,,9.9498,,,,,4850.0171,2650.0,2650.0,235322.8297,128578.0,,,
19910408,000001.SZ,深发展A,0.4216,0.4216,0.4216,0.4216,0.4259,-0.0042,-0.0101,0.0,2.0,10.0,1.0,0.0008,0.0008,,32.874,32.874,,9.8514,,,,,4850.0171,2650.0,2650.0,232994.8215,127306.0,,,
19910409,000001.SZ,深发展A,0.4195,0.4195,0.4195,0.4195,0.4216,-0.0021,-0.005,0.0,4.0,19.0,1.0,0.0015,0.0015,,32.7098,32.7098,,9.8022,,,,,4850.0171,2650.0,2650.0,231830.8174,126670.0,,,
19910410,000001.SZ,深发展A,0.4174,0.4174,0.4174,0.4174,0.4195,-0.0021,-0.005,0.0,15.0,71.0,1.0,0.0057,0.0057,6.25,32.5456,32.5456,,9.7529,,,,,4850.0171,2650.0,2650.0,230666.8133,126034.0,,,
19910412,000001.SZ,深发展A,0.4132,0.4132,0.4132,0.4132,0.4174,-0.0042,-0.0101,0.0,8.0,38.0,1.0,0.003,0.003,1.54,32.2171,32.2171,,9.6545,,,,,4850.0171,2650.0,2650.0,228338.8051,124762.0,,,
19910416,000001.SZ,深发展A,0.4071,0.4071,0.4071,0.4071,0.4132,-0.0061,-0.0148,0.0,2.0,9.0,1.0,0.0008,0.0008,0.32,31.7381,31.7381,,9.511,,,,,4850.0171,2650.0,2650.0,224943.7931,122907.0,,,
19910417,000001.SZ,深发展A,0.4051,0.4051,0.4051,0.4051,0.4071,-0.002,-0.0049,0.0,1.0,5.0,1.0,0.0004,0.0004,0.16,31.5807,31.5807,,9.4638,,,,,4850.0171,2650.0,2650.0,223828.2892,122297.5,,,
19910418,000001.SZ,深发展A,0.403,0.403,0.403,0.403,0.4051,-0.002,-0.0052,0.0,4.0,18.0,1.0,0.0015,0.0015,0.67,31.4233,31.4233,,9.4166,,,,,4850.0171,2650.0,2650.0,222712.7852,121688.0,,,
19910419,000001.SZ,深发展A,0.401,0.401,0.401,0.401,0.403,-0.002,-0.005,0.0,2.0,9.0,1.0,0.0008,0.0008,0.33,31.2659,31.2659,,9.3695,,,,,4850.0171,2650.0,2650.0,221597.2813,121078.5,,,
19910423,000001.SZ,深发展A,0.395,0.395,0.395,0.395,0.399,-0.004,-0.01,0.0,28.0,126.0,1.0,0.0106,0.0106,8.24,30.7938,30.7938,,9.228,,,,,4850.0171,2650.0,2650.0,218250.7695,119250.0,,,
19910424,000001.SZ,深发展A,0.393,0.393,0.393,0.393,0.395,-0.0019,-0.0051,0.0,16.0,72.0,1.0,0.006,0.006,2.16,30.6432,30.6432,,9.1829,,,,,4850.0171,2650.0,2650.0,217183.7657,118667.0,,,
19910425,000001.SZ,深发展A,0.3911,0.3911,0.3911,0.3911,0.393,-0.0019,-0.0048,0.0,15.0,67.0,1.0,0.0057,0.0057,1.47,30.4927,30.4927,,9.1377,,,,,4850.0171,2650.0,2650.0,216116.762,118084.0,,,
19910426,000001.SZ,深发展A,0.3892,0.3892,0.3892,0.3892,0.3911,-0.0019,-0.0049,0.0,8.0,35.0,1.0,0.003,0.003,0.62,30.3421,30.3421,,9.0926,,,,,4850.0171,2650.0,2650.0,215049.7582,117501.0,,,
19910429,000001.SZ,深发展A,0.3853,0.3853,0.3853,0.3853,0.3892,-0.0039,-0.01,0.0,4.0,17.0,1.0,0.0015,0.0015,0.29,30.041,30.041,,9.0024,,,,,4850.0171,2650.0,2650.0,212915.7507,116335.0,,,
19910430,000001.SZ,深发展A,0.3834,0.3834,0.3834,0.3834,0.3853,-0.0019,-0.0049,0.0,2.0,9.0,1.0,0.0008,0.0008,0.14,29.8905,29.8905,,8.9573,,,,,4850.0171,2650.0,2650.0,211848.7469,115752.0,,,
19910502,000001.SZ,深发展A,0.5375,0.5375,0.5375,0.5375,0.3832,0.1542,0.4027,0.0,2.0,9.0,1.409,0.0008,0.0008,0.22,29.7399,29.7399,,8.9122,,,,,4850.0171,2650.0,2650.0,210781.7432,115169.0,,,
19910503,000001.SZ,深发展A,0.5347,0.5347,0.5347,0.5347,0.5375,-0.0027,-0.0052,0.0,3.0,13.0,1.409,0.0011,0.0011,0.48,29.5894,29.5894,,8.8671,,,,,4850.0171,2650.0,2650.0,209714.7394,114586.0,,,
19910507,000001.SZ,深发展A,0.5267,0.5267,0.5267,0.5267,0.532,-0.0053,-0.01,0.0,2.0,8.0,1.409,0.0008,0.0008,0.53,29.1446,29.1446,,8.7338,,,,,4850.0171,2650.0,2650.0,206562.2283,112863.5,,,
19910508,000001.SZ,深发展A,0.5241,0.5241,0.5241,0.5241,0.5267,-0.0026,-0.0049,0.0,109.0,462.0,1.409,0.0411,0.0411,41.92,29.0009,29.0009,,8.6907,,,,,4850.0171,2650.0,2650.0,205543.7247,112307.0,,,
19910509,000001.SZ,深发展A,0.5215,0.5215,0.5215,0.5215,0.5241,-0.0026,-0.005,0.0,15.0,63.0,1.409,0.0057,0.0057,0.64,28.8572,28.8572,,8.6476,,,,,4850.0171,2650.0,2650.0,204525.2211,111750.5,,,
19910510,000001.SZ,深发展A,0.5189,0.5189,0.5189,0.5189,0.5215,-0.0026,-0.005,0.0,20.0,84.0,1.409,0.0075,0.0075,0.76,28.7135,28.7135,,8.6046,,,,,4850.0171,2650.0,2650.0,203506.7175,111194.0,,,
19910513,000001.SZ,深发展A,0.5137,0.5137,0.5137,0.5137,0.5189,-0.0052,-0.01,0.0,19.0,79.0,1.409,0.0072,0.0072,0.64,28.4261,28.4261,,8.5184,,,,,4850.0171,2650.0,2650.0,201469.7103,110081.0,,,
19910514,000001.SZ,深发展A,0.5111,0.5111,0.5111,0.5111,0.5137,-0.0026,-0.0051,0.0,55.0,227.0,1.409,0.0208,0.0208,1.67,28.2824,28.2824,,8.4754,,,,,4850.0171,2650.0,2650.0,200451.2067,109524.5,,,
19910515,000001.SZ,深发展A,0.5085,0.5085,0.5085,0.5085,0.5111,-0.0026,-0.0051,0.0,387.0,1591.0,1.409,0.146,0.146,8.88,28.1387,28.1387,,8.4323,,,,,4850.0171,2650.0,2650.0,199432.7032,108968.0,,,
19910516,000001.SZ,深发展A,0.5059,0.5059,0.5059,0.5059,0.5085,-0.0026,-0.0051,0.0,493.0,2017.0,1.409,0.186,0.186,4.97,27.9949,27.9949,,8.3893,,,,,4850.0171,2650.0,2650.0,198414.1996,108411.5,,,
19910517,000001.SZ,深发展A,0.5034,0.5034,0.5034,0.5034,0.5059,-0.0025,-0.0049,0.0,419.0,1706.0,1.409,0.1581,0.1581,2.15,27.8581,27.8581,,8.3482,,,,,4850.0171,2650.0,2650.0,197444.1961,107881.5,,,
19910520,000001.SZ,深发展A,0.4985,0.4985,0.4985,0.4985,0.5034,-0.0049,-0.0097,0.0,51.0,205.0,1.409,0.0192,0.0192,0.19,27.5844,27.5844,,8.2662,,,,,4850.0171,2650.0,2650.0,195504.1893,106821.5,,,
19910521,000001.SZ,深发展A,0.496,0.496,0.496,0.496,0.4985,-0.0025,-0.005,0.0,63.0,253.0,1.409,0.0238,0.0238,0.22,27.4475,27.4475,,8.2252,,,,,4850.0171,2650.0,2650.0,194534.1859,106291.5,,,
19910522,000001.SZ,深发展A,0.4935,0.4935,0.4935,0.4935,0.496,-0.0025,-0.005,0.0,43.0,171.0,1.409,0.0162,0.0162,0.15,27.3106,27.3106,,8.1842,,,,,4850.0171,2650.0,2650.0,193564.1825,105761.5,,,
19910523,000001.SZ,深发展A,0.4911,0.4911,0.4911,0.4911,0.4935,-0.0025,-0.0049,0.0,17.0,67.0,1.409,0.0064,0.0064,0.08,27.1738,27.1738,,8.1432,,,,,4850.0171,2650.0,2650.0,192594.179,105231.5,,,
19910524,000001.SZ,深发展A,0.4886,0.4886,0.4886,0.4886,0.4911,-0.0025,-0.0051,0.0,3.0,12.0,1.409,0.0011,0.0011,0.03,27.0369,27.0369,,8.1022,,,,,4850.0171,2650.0,2650.0,191624.1756,104701.5,,,
19910527,000001.SZ,深发展A,0.4837,0.4837,0.4837,0.4837,0.4886,-0.0049,-0.01,0.0,5.0,19.0,1.409,0.0019,0.0019,0.14,26.7632,26.7632,,8.0201,,,,,4850.0171,2650.0,2650.0,189684.1688,103641.5,,,
19910528,000001.SZ,深发展A,0.4812,0.4812,0.4812,0.4812,0.4837,-0.0025,-0.0052,0.0,3.0,12.0,1.409,0.0011,0.0011,0.11,26.6263,26.6263,,7.9791,,,,,4850.0171,2650.0,2650.0,188714.1654,103111.5,,,
19910529,000001.SZ,深发展A,0.4788,0.4788,0.4788,0.4788,0.4812,-0.0023,-0.005,0.0,36.0,139.0,1.409,0.0136,0.0136,2.54,26.4963,26.4963,,7.9402,,,,,4850.0171,2650.0,2650.0,187792.6621,102608.0,,,
19910530,000001.SZ,深发展A,0.4765,0.4765,0.4765,0.4765,0.4788,-0.0023,-0.0048,0.0,14.0,54.0,1.409,0.0053,0.0053,1.09,26.3663,26.3663,,7.9012,,,,,4850.0171,2650.0,2650.0,186871.1589,102104.5,,,
19910531,000001.SZ,深发展A,0.4741,0.4741,0.4741,0.4741,0.4765,-0.0023,-0.005,0.0,1.0,4.0,1.409,0.0004,0.0004,0.08,26.2363,26.2363,,7.8622,,,,,4850.0171,2650.0,2650.0,185949.6556,101601.0,,,
19910603,000001.SZ,深发展A,0.4694,0.4694,0.4694,0.4694,0.4741,-0.0047,-0.0099,0.0,7.0,26.0,1.409,0.0026,0.0026,0.59,25.9762,25.9762,,7.7843,,,,,4850.0171,2650.0,2650.0,184106.6491,100594.0,,,
19910604,000001.SZ,深发展A,0.4671,0.4671,0.4671,0.4671,0.4694,-0.0023,-0.0049,0.0,1.0,4.0,1.409,0.0004,0.0004,0.08,25.8462,25.8462,,7.7453,,,,,4850.0171,2650.0,2650.0,183185.1459,100090.5,,,
19910606,000001.SZ,深发展A,0.4624,0.4624,0.4624,0.4624,0.4671,-0.0047,-0.0101,0.0,4.0,15.0,1.409,0.0015,0.0015,0.34,25.5862,25.5862,,7.6674,,,,,4850.0171,2650.0,2650.0,181342.1394,99083.5,,,
19910607,000001.SZ,深发展A,0.46,0.46,0.46,0.46,0.4624,-0.0023,-0.0052,0.0,1.0,4.0,1.409,0.0004,0.0004,0.19,25.4562,25.4562,,7.6285,,,,,4850.0171,2650.0,2650.0,180420.6361,98580.0,,,
19910610,000001.SZ,深发展A,0.4553,0.4553,0.4553,0.4553,0.46,-0.0047,-0.0102,0.0,15.0,55.0,1.409,0.0057,0.0057,5.36,25.1961,25.1961,,7.5505,,,,,4850.0171,2650.0,2650.0,178577.6296,97573.0,,,
19910611,000001.SZ,深发展A,0.4531,0.4531,0.4531,0.4531,0.4553,-0.0022,-0.0048,0.0,12.0,44.0,1.409,0.0045,0.0045,2.14,25.073,25.073,,7.5136,,,,,4850.0171,2650.0,2650.0,177704.6265,97096.0,,,
19910612,000001.SZ,深发展A,0.4509,0.4509,0.4509,0.4509,0.4531,-0.0022,-0.0049,0.0,15.0,55.0,1.409,0.0057,0.0057,2.27,24.9498,24.9498,,7.4767,,,,,4850.0171,2650.0,2650.0,176831.6235,96619.0,,,
19910613,000001.SZ,深发展A,0.4487,0.4487,0.4487,0.4487,0.4509,-0.0022,-0.0049,0.0,34.0,123.0,1.409,0.0128,0.0128,3.62,24.8266,24.8266,,7.4398,,,,,4850.0171,2650.0,2650.0,175958.6204,96142.0,,,
19910614,000001.SZ,深发展A,0.4464,0.4464,0.4464,0.4464,0.4487,-0.0022,-0.0051,0.0,7.0,25.0,1.409,0.0026,0.0026,0.45,24.7034,24.7034,,7.4029,,,,,4850.0171,2650.0,2650.0,175085.6173,95665.0,,,
19910617,000001.SZ,深发展A,0.442,0.442,0.442,0.442,0.4464,-0.0045,-0.0099,0.0,5.0,18.0,1.409,0.0019,0.0019,0.3,24.4571,24.4571,,7.3291,,,,,4850.0171,2650.0,2650.0,173339.6112,94711.0,,,
19910618,000001.SZ,深发展A,0.4398,0.4398,0.4398,0.4398,0.442,-0.0022,-0.005,0.0,10.0,35.0,1.409,0.0038,0.0038,0.68,24.3339,24.3339,,7.2921,,,,,4850.0171,2650.0,2650.0,172466.6081,94234.0,,,
19910619,000001.SZ,深发展A,0.4375,0.4375,0.4375,0.4375,0.4398,-0.0022,-0.0052,0.0,57.0,202.0,1.409,0.0215,0.0215,4.01,24.2107,24.2107,,7.2552,,,,,4850.0171,2650.0,2650.0,171593.605,93757.0,,,
19910620,000001.SZ,深发展A,0.4353,0.4353,0.4353,0.4353,0.4375,-0.0022,-0.005,0.0,30.0,105.0,1.409,0.0113,0.0113,1.33,24.0876,24.0876,,7.2183,,,,,4850.0171,2650.0,2650.0,170720.6019,93280.0,,,
19910621,000001.SZ,深发展A,0.4331,0.4331,0.4331,0.4331,0.4353,-0.0022,-0.0051,0.0,2.0,7.0,1.409,0.0008,0.0008,0.09,23.9644,23.9644,,7.1814,,,,,4850.0171,2650.0,2650.0,169847.5988,92803.0,,,
19910624,000001.SZ,深发展A,0.4287,0.4287,0.4287,0.4287,0.4331,-0.0043,-0.0102,0.0,25.0,87.0,1.409,0.0094,0.0094,1.2,23.7249,23.7249,,7.1096,,,,,4850.0171,2650.0,2650.0,168150.0929,91875.5,,,
19910625,000001.SZ,深发展A,0.4266,0.4266,0.4266,0.4266,0.4287,-0.0021,-0.0049,0.0,12.0,41.0,1.409,0.0045,0.0045,0.48,23.6085,23.6085,,7.0748,,,,,4850.0171,2650.0,2650.0,167325.59,91425.0,,,
19910626,000001.SZ,深发展A,0.4245,0.4245,0.4245,0.4245,0.4266,-0.0021,-0.0049,0.0,4.0,14.0,1.409,0.0015,0.0015,0.16,23.4922,23.4922,,7.0399,,,,,4850.0171,2650.0,2650.0,166501.087,90974.5,,,
19910627,000001.SZ,深发展A,0.4224,0.4224,0.4224,0.4224,0.4245,-0.0021,-0.0049,0.0,4.0,14.0,1.409,0.0015,0.0015,0.27,23.3759,23.3759,,7.0051,,,,,4850.0171,2650.0,2650.0,165676.5841,90524.0,,,
19910628,000001.SZ,深发展A,0.4203,0.4203,0.4203,0.4203,0.4224,-0.0021,-0.005,0.0,2.0,7.0,1.409,0.0008,0.0008,0.21,23.2596,23.2596,,6.9702,,,,,4850.0171,2650.0,2650.0,164852.0812,90073.5,,,
19910701,000001.SZ,深发展A,0.4161,0.4161,0.4161,0.4161,0.4203,-0.0042,-0.01,0.0,2.0,7.0,1.409,0.0008,0.0008,0.21,23.0269,23.0269,,6.9005,,,,,4850.0171,2650.0,2650.0,163203.0754,89172.5,,,
19910702,000001.SZ,深发展A,0.414,0.414,0.414,0.414,0.4161,-0.0021,-0.005,0.0,2.0,7.0,1.409,0.0008,0.0008,0.42,22.9106,22.9106,,6.8656,,,,,4850.0171,2650.0,2650.0,162378.5725,88722.0,,,
19910704,000001.SZ,深发展A,0.4098,0.4098,0.4098,0.4098,0.414,-0.0042,-0.0101,0.0,11.0,36.0,1.409,0.0042,0.0042,3.93,22.6779,22.6779,,6.7959,,,,,4850.0171,2650.0,2650.0,160729.5667,87821.0,,,
19910705,000001.SZ,深发展A,0.4077,0.4077,0.4077,0.4077,0.4098,-0.0021,-0.0051,0.0,2.0,6.0,1.409,0.0008,0.0008,0.48,22.5616,22.5616,,6.761,,,,,4850.0171,2650.0,2650.0,159905.0638,87370.5,,,
19910708,000001.SZ,深发展A,0.4038,0.4038,0.4038,0.4038,0.4077,-0.004,-0.0096,0.0,9.0,29.0,1.409,0.0034,0.0034,2.37,22.3426,22.3426,,6.6954,,,,,4850.0171,2650.0,2650.0,158353.0583,86522.5,,,
19910710,000001.SZ,深发展A,0.3998,0.3998,0.3998,0.3998,0.4038,-0.004,-0.0099,0.0,6.0,19.0,1.409,0.0023,0.0023,1.15,22.1236,22.1236,,6.6298,,,,,4850.0171,2650.0,2650.0,156801.0528,85674.5,,,
19910711,000001.SZ,深发展A,0.3978,0.3978,0.3978,0.3978,0.3998,-0.002,-0.005,0.0,1.0,3.0,1.409,0.0004,0.0004,0.17,22.0141,22.0141,,6.597,,,,,4850.0171,2650.0,2650.0,156025.0501,85250.5,,,
19910715,000001.SZ,深发展A,0.3919,0.3919,0.3919,0.3919,0.3978,-0.0059,-0.0148,0.0,4.0,13.0,1.409,0.0015,0.0015,0.69,21.6856,21.6856,,6.4985,,,,,4850.0171,2650.0,2650.0,153697.0419,83978.5,,,
19910719,000001.SZ,深发展A,0.384,0.384,0.384,0.384,0.3919,-0.0079,-0.0202,0.0,1.0,3.0,1.409,0.0004,0.0004,0.23,21.2477,21.2477,,6.3673,,,,,4850.0171,2650.0,2650.0,150593.031,82282.5,,,
19910724,000001.SZ,深发展A,0.3764,0.3764,0.3764,0.3764,0.382,-0.0056,-0.0147,0.0,2.0,6.0,1.409,0.0008,0.0008,0.48,20.8303,20.8303,,6.2422,,,,,4850.0171,2650.0,2650.0,147634.5205,80666.0,,,
19910726,000001.SZ,深发展A,0.3727,0.3727,0.3727,0.3727,0.3764,-0.0037,-0.0098,0.0,3.0,9.0,1.409,0.0011,0.0011,1.07,20.625,20.625,,6.1807,,,,,4850.0171,2650.0,2650.0,146179.5154,79871.0,,,
19910729,000001.SZ,深发展A,0.369,0.369,0.369,0.369,0.3727,-0.0037,-0.0099,0.0,7.0,21.0,1.409,0.0026,0.0026,3.18,20.4197,20.4197,,6.1192,,,,,4850.0171,2650.0,2650.0,144724.5103,79076.0,,,
19910730,000001.SZ,深发展A,0.3672,0.3672,0.3672,0.3672,0.369,-0.0019,-0.0049,0.0,7.0,21.0,1.409,0.0026,0.0026,2.06,20.317,20.317,,6.0884,,,,,4850.0171,2650.0,2650.0,143997.0077,78678.5,,,
19910731,000001.SZ,深发展A,0.3653,0.3653,0.3653,0.3653,0.3672,-0.0019,-0.0052,0.0,1.0,3.0,1.409,0.0004,0.0004,0.25,20.2144,20.2144,,6.0577,,,,,4850.0171,2650.0,2650.0,143269.5051,78281.0,,,
19910801,000001.SZ,深发展A,0.3635,0.3635,0.3635,0.3635,0.3653,-0.0019,-0.0049,0.0,7.0,20.0,1.409,0.0026,0.0026,1.75,20.1117,20.1117,,6.0269,,,,,4850.0171,2650.0,2650.0,142542.0026,77883.5,,,
19910802,000001.SZ,深发展A,0.3616,0.3616,0.3616,0.3616,0.3635,-0.0019,-0.0052,0.0,1.0,3.0,1.409,0.0004,0.0004,0.2,20.0091,20.0091,,5.9961,,,,,4850.0171,2650.0,2650.0,141814.5,77486.0,,,
19910819,000001.SZ,深发展A,0.3662,0.3731,0.3617,0.3731,0.3617,0.0114,0.0315,3.1518,3100.0,4983.0,2.608,1.1698,1.1698,673.91,11.1542,11.1542,,3.3426,,,,,4850.0171,2650.0,2650.0,79055.2787,43195.0,,,
19910820,000001.SZ,深发展A,0.3731,0.3731,0.3594,0.3605,0.3731,-0.0126,-0.0338,3.6719,1969.0,3135.0,2.608,0.743,0.743,3.16,10.7778,10.7778,,3.2298,,,,,4850.0171,2650.0,2650.0,76387.7693,41737.5,,,
19910821,000001.SZ,深发展A,0.3605,0.3605,0.3502,0.3559,0.3605,-0.0046,-0.0128,2.8571,3431.0,5300.0,2.608,1.2947,1.2947,3.38,10.641,10.641,,3.1888,,,,,4850.0171,2650.0,2650.0,75417.7659,41207.5,,,
19910822,000001.SZ,深发展A,0.3559,0.3559,0.3411,0.3411,0.3559,-0.0149,-0.0416,4.1585,2841.0,4298.0,2.608,1.0721,1.0721,1.67,10.1962,10.1962,,3.0555,,,,,4850.0171,2650.0,2650.0,72265.2548,39485.0,,,
19910823,000001.SZ,深发展A,0.3411,0.3468,0.3273,0.3434,0.3411,0.0023,0.0067,5.7168,4381.0,6405.0,2.608,1.6532,1.6532,1.93,10.2646,10.2646,,3.076,,,,,4850.0171,2650.0,2650.0,72750.2565,39750.0,,,
19910826,000001.SZ,深发展A,0.3571,0.3571,0.3502,0.3525,0.3434,0.0092,0.0265,2.0093,2772.0,4267.0,2.608,1.046,1.046,0.88,10.5383,10.5383,,3.158,,,,,4850.0171,2650.0,2650.0,74690.2633,40810.0,,,
19910827,000001.SZ,深发展A,0.3514,0.3525,0.3456,0.3479,0.3525,-0.0046,-0.013,1.9574,2085.0,3177.0,2.608,0.7868,0.7868,0.68,10.4014,10.4014,,3.117,,,,,4850.0171,2650.0,2650.0,73720.2599,40280.0,,,
19910828,000001.SZ,深发展A,0.3491,0.3491,0.3434,0.3456,0.3479,-0.0023,-0.0066,1.6384,2439.0,3688.0,2.608,0.9204,0.9204,0.79,10.333,10.333,,3.0965,,,,,4850.0171,2650.0,2650.0,73235.2582,40015.0,,,
19910829,000001.SZ,深发展A,0.3445,0.3468,0.3434,0.3456,0.3456,0.0,0.0,0.9838,2296.0,3455.0,2.608,0.8664,0.8664,0.79,10.333,10.333,,3.0965,,,,,4850.0171,2650.0,2650.0,73235.2582,40015.0,,,
19910830,000001.SZ,深发展A,0.3434,0.3456,0.3434,0.3445,0.3456,-0.0011,-0.0032,0.6366,2251.0,3379.0,2.608,0.8494,0.8494,0.81,10.2988,10.2988,,3.0862,,,,,4850.0171,2650.0,2650.0,72992.7574,39882.5,,,
19910902,000001.SZ,深发展A,0.3434,0.3434,0.3353,0.3434,0.3445,-0.0011,-0.0032,2.3512,2316.0,3440.0,2.608,0.874,0.874,0.98,10.2646,10.2646,,3.076,,,,,4850.0171,2650.0,2650.0,72750.2565,39750.0,,,
19910903,000001.SZ,深发展A,0.3434,0.3434,0.3365,0.3434,0.3434,0.0,0.0,2.0093,2874.0,4271.0,2.608,1.0845,1.0845,1.26,10.2646,10.2646,,3.076,,,,,4850.0171,2650.0,2650.0,72750.2565,39750.0,,,
19910904,000001.SZ,深发展A,0.3388,0.3399,0.3365,0.3399,0.3434,-0.0034,-0.0102,0.9901,1604.0,2367.0,2.608,0.6053,0.6053,0.66,10.1619,10.1619,,3.0452,,,,,4850.0171,2650.0,2650.0,72022.7539,39352.5,,,
19910905,000001.SZ,深发展A,0.3365,0.3365,0.3273,0.3342,0.3399,-0.0057,-0.0168,2.7067,4840.0,7030.0,2.608,1.8264,1.8264,2.13,9.9909,9.9909,,2.994,,,,,4850.0171,2650.0,2650.0,70810.2497,38690.0,,,
19910906,000001.SZ,深发展A,0.3273,0.3273,0.309,0.3136,0.3342,-0.0206,-0.0616,5.4758,3267.0,4506.0,2.608,1.2328,1.2328,1.18,9.375,9.375,,2.8094,,,,,4850.0171,2650.0,2650.0,66445.2343,36305.0,,,
19910909,000001.SZ,深发展A,0.3136,0.3182,0.3136,0.3182,0.3136,0.0046,0.0147,1.4668,6297.0,8653.0,2.608,2.3762,2.3762,2.11,9.5119,9.5119,,2.8504,,,,,4850.0171,2650.0,2650.0,67415.2377,36835.0,,,
19910910,000001.SZ,深发展A,0.3136,0.3193,0.3136,0.3193,0.3182,0.0011,0.0035,1.7913,4235.0,5856.0,2.608,1.5981,1.5981,1.12,9.5461,9.5461,,2.8607,,,,,4850.0171,2650.0,2650.0,67657.7385,36967.5,,,
19910911,000001.SZ,深发展A,0.317,0.3296,0.317,0.3296,0.3193,0.0103,0.0323,3.9461,4528.0,6351.0,2.608,1.7087,1.7087,1.12,9.854,9.854,,2.953,,,,,4850.0171,2650.0,2650.0,69840.2462,38160.0,,,
19910912,000001.SZ,深发展A,0.3285,0.3319,0.3273,0.3308,0.3296,0.0011,0.0036,1.3956,3524.0,5086.0,2.608,1.3298,1.3298,0.76,9.8882,9.8882,,2.9632,,,,,4850.0171,2650.0,2650.0,70082.7471,38292.5,,,
19910913,000001.SZ,深发展A,0.3296,0.3319,0.3273,0.3319,0.3308,0.0011,0.0033,1.3906,7525.0,10822.0,2.608,2.8396,2.8396,1.72,9.9224,9.9224,,2.9735,,,,,4850.0171,2650.0,2650.0,70325.248,38425.0,,,
19910916,000001.SZ,深发展A,0.3273,0.3285,0.3227,0.3273,0.3319,-0.0046,-0.0139,1.7475,2240.0,3186.0,2.608,0.8453,0.8453,0.43,9.7856,9.7856,,2.9324,,,,,4850.0171,2650.0,2650.0,69355.2445,37895.0,,,
19910917,000001.SZ,深发展A,0.325,0.3262,0.3227,0.3262,0.3273,-0.0011,-0.0034,1.0694,3009.0,4265.0,2.608,1.1355,1.1355,0.68,9.7514,9.7514,,2.9222,,,,,4850.0171,2650.0,2650.0,69112.7437,37762.5,,,
19910918,000001.SZ,深发展A,0.3227,0.325,0.3205,0.325,0.3262,-0.0011,-0.0037,1.3795,2620.0,3696.0,2.608,0.9887,0.9887,0.63,9.7171,9.7171,,2.9119,,,,,4850.0171,2650.0,2650.0,68870.2428,37630.0,,,
19910919,000001.SZ,深发展A,0.3227,0.3239,0.3205,0.3239,0.325,-0.0011,-0.0034,1.0462,3475.0,4890.0,2.608,1.3113,1.3113,0.92,9.6829,9.6829,,2.9017,,,,,4850.0171,2650.0,2650.0,68627.742,37497.5,,,
19910920,000001.SZ,深发展A,0.3216,0.3227,0.3216,0.3227,0.3239,-0.0011,-0.0037,0.3396,2340.0,3288.0,2.608,0.883,0.883,0.62,9.6487,9.6487,,2.8914,,,,,4850.0171,2650.0,2650.0,68385.2411,37365.0,,,
19910923,000001.SZ,深发展A,0.3216,0.3227,0.3216,0.3227,0.3227,0.0,0.0,0.3409,2078.0,2922.0,2.608,0.7842,0.7842,0.76,9.6487,9.6487,,2.8914,,,,,4850.0171,2650.0,2650.0,68385.2411,37365.0,,,
19910924,000001.SZ,深发展A,0.3216,0.3227,0.3216,0.3227,0.3227,0.0,0.0,0.3409,1402.0,1973.0,2.608,0.5291,0.5291,0.52,9.6487,9.6487,,2.8914,,,,,4850.0171,2650.0,2650.0,68385.2411,37365.0,,,
19910925,000001.SZ,深发展A,0.3216,0.325,0.3216,0.325,0.3227,0.0023,0.0071,1.0536,1770.0,2491.0,2.608,0.6679,0.6679,0.74,9.7171,9.7171,,2.9119,,,,,4850.0171,2650.0,2650.0,68870.2428,37630.0,,,
19910926,000001.SZ,深发展A,0.3227,0.3273,0.3227,0.3273,0.325,0.0023,0.0071,1.4154,717.0,1018.0,2.608,0.2706,0.2706,0.32,9.7856,9.7856,,2.9324,,,,,4850.0171,2650.0,2650.0,69355.2445,37895.0,,,
19910927,000001.SZ,深发展A,0.3273,0.3342,0.3273,0.3319,0.3273,0.0046,0.0141,2.1082,1476.0,2140.0,2.608,0.557,0.557,0.89,9.9224,9.9224,,2.9735,,,,,4850.0171,2650.0,2650.0,70325.248,38425.0,,,
19911003,000001.SZ,深发展A,0.3353,0.3685,0.3353,0.3605,0.3342,0.0263,0.0787,9.9342,1809.0,2804.0,2.608,0.6826,0.6826,1.22,10.7778,10.7778,,3.2298,,,,,4850.0171,2650.0,2650.0,76387.7693,41737.5,,,
19911004,000001.SZ,深发展A,0.3628,0.3628,0.3514,0.3571,0.3605,-0.0034,-0.0094,3.1623,3931.0,6113.0,2.608,1.4834,1.4834,2.74,10.6752,10.6752,,3.199,,,,,4850.0171,2650.0,2650.0,75660.2668,41340.0,,,
